customer_id,first_name,last_name,customer_city,cpf,country_name,nome_completo
3064545125940456960,Barbara,Velasco,963572295588270720,97372961196,Brasil,Barbara Velasco
229811419641108448,Georgia,Danielson,763355103850495744,42591577147,Brasil,Georgia Danielson
173354037337692192,Vera,Congdon,1450636388784388608,49122595636,Brasil,Vera Congdon
463741281156103,Mark,Sawyer,1609544977886256640,19266492186,Brasil,Mark Sawyer
1953727456446631168,Alan,Luna,2605786135852360704,07957700442,Brasil,Alan Luna
2792062829303456768,Jessica,Yoo,2165046127744773888,56794871774,Brasil,Jessica Yoo
705137246882972544,Pamela,Hurtado,1182080295858542080,82055322573,Brasil,Pamela Hurtado
733119815961701120,Bonnie,Pate,3194558912146412032,18274284688,Brasil,Bonnie Pate
310472853352881152,Wm,Bowman,2189119023493045504,48825752699,Brasil,Wm Bowman
2533272422712372736,Pearl,Carlson,1605426359407620608,69980682649,Brasil,Pearl Carlson
716468687467346176,Terri,Simard,2905840547257075712,39488360601,Brasil,Terri Simard
1505134462991622912,Arthur,Metz,2189119023493045504,91274192424,Brasil,Arthur Metz
586580938051068672,Donna,Jeffers,690416024023401088,13618063135,Brasil,Donna Jeffers
502045292307211008,Calvin,Jones,767525638579703168,25117378307,Brasil,Calvin Jones
447157414682202944,Melinda,Caponera,1609544977886256640,88814713362,Brasil,Melinda Caponera
2556793902912892416,Frances,Kirtland,2868789524572999680,04446593934,Brasil,Frances Kirtland
1965782152614647040,Marilyn,Stilwell,2957391764501020160,29039514896,Brasil,Marilyn Stilwell
1287408164399857408,Emily,Thompson,1483895789715967488,31373707111,Brasil,Emily Thompson
1864349843079211008,Shirley,Lackey,1795866970023794944,14238204263,Brasil,Shirley Lackey
865501770842455808,Dianne,Melgar,1957656960675214848,84352053801,Brasil,Dianne Melgar
2738538541694151168,Olive,Chavez,2314100420255100928,74519039511,Brasil,Olive Chavez
1503222413987381248,Jose,Kitchen,1798616532090246656,77133179963,Brasil,Jose Kitchen
2826043102072975872,Ernest,Harris,3256039094946646016,21781644969,Brasil,Ernest Harris
2876068566168518144,Hazel,Duane,2156460249868744192,87253186495,Brasil,Hazel Duane
2701935772273924096,Gertrude,Nelson,1749955482489268736,39667255924,Brasil,Gertrude Nelson
3250992107383223296,Kelly,Quimby,335180259566128320,43017632226,Brasil,Kelly Quimby
2202605370494939648,John,Lee,2895150467704040448,04393724621,Brasil,John Lee
3241911130718095360,Daniel,Stahlberg,1957656960675214848,62408054056,Brasil,Daniel Stahlberg
2477513050204807680,Tod,Santiago,1073152763485539328,38755462919,Brasil,Tod Santiago
2224102636530874368,Marvin,Luna,1364593565319715840,45455240628,Brasil,Marvin Luna
88410070295360864,Gary,Ramirez,1080025119332160000,80972481812,Brasil,Gary Ramirez
3396225165558191616,Alex,Duncan,2314100420255100928,51225267637,Brasil,Alex Duncan
2417312961578205184,Bernice,Jackson,137537107817900848,04384498084,Brasil,Bernice Jackson
858270824760572800,David,Traughber,686062249442351616,34609830498,Brasil,David Traughber
1222640000117397760,Jean,Das,1921225309723775488,31664749639,Brasil,Jean Das
1075178511472533248,Helen,Hearn,451427799796135680,82100808893,Brasil,Helen Hearn
2391511788947563520,Rebecca,Spruill,1469385721771174656,46225542445,Brasil,Rebecca Spruill
718047112357310336,John,Garlock,1921225309723775488,40752938399,Brasil,John Garlock
1509816023215027712,Dean,Norville,963572295588270720,70169523931,Brasil,Dean Norville
332387175923719296,Michael,Becerra,2405614751253757952,50026320178,Brasil,Michael Becerra
2833362759381206528,Katherine,Thomas,2969584894944394752,54566571991,Brasil,Katherine Thomas
56556610085918656,Linda,Hess,734098586660329088,59466440606,Brasil,Linda Hess
2818778886770934272,Henry,Miller,890338409620716288,36034005546,Brasil,Henry Miller
2499712718082012160,David,Villanueva,505043614614216704,11814815156,Brasil,David Villanueva
1147948936493031936,Stephen,Hare,2603189803548619776,68202141358,Brasil,Stephen Hare
2629948797851294720,Miguel,Sansone,977851871542552192,62461359495,Brasil,Miguel Sansone
1570732772224155904,Deborah,Tomidy,1384495316185346816,71696177371,Brasil,Deborah Tomidy
942321425307624704,Robert,Bowdre,1605426359407620608,61888987409,Brasil,Robert Bowdre
1317683657641938688,Robert,Toney,1878643051950861056,20676105443,Brasil,Robert Toney
1752767150753629952,Grace,Ayers,734098586660329088,12277181343,Brasil,Grace Ayers
326929095891940224,Randy,Armagost,335180259566128320,99097873245,Brasil,Randy Armagost
2632288238708204544,Iola,Cramer,1384495316185346816,03929339148,Brasil,Iola Cramer
3242672138645067264,Della,Felberbaum,2868789524572999680,70532867330,Brasil,Della Felberbaum
2932407255249087488,Jeremiah,Shipley,767525638579703168,25744314112,Brasil,Jeremiah Shipley
1610036852996075776,William,Gay,1483895789715967488,08770474761,Brasil,William Gay
1845191820480338688,Louis,Horn,2569454591546378240,15207510412,Brasil,Louis Horn
3399008898331235328,Christy,Borne,228023156652539424,90269345133,Brasil,Christy Borne
1875117103179107584,Patrick,Grindle,2569454591546378240,65439488202,Brasil,Patrick Grindle
2839670877925057536,Scott,Vogel,1749955482489268736,55207675689,Brasil,Scott Vogel
480826641012062784,Doris,Hale,2396723559861286912,27493522561,Brasil,Doris Hale
2555704997054061568,David,Campbell,596074953162800768,43034767631,Brasil,David Campbell
1732934242063488512,Gary,Burkhead,818251018164298240,11145764865,Brasil,Gary Burkhead
3068533606545179136,David,Parker,2189119023493045504,06880421038,Brasil,David Parker
1499485542291053568,Roseanne,Hinkel,2603189803548619776,57544894217,Brasil,Roseanne Hinkel
1754690022566584064,John,Jacobson,1512698933146656256,16072826954,Brasil,John Jacobson
2495132717359779328,Gary,Garfield,2189119023493045504,99346955487,Brasil,Gary Garfield
2111766680623756544,Frances,Comnick,303777098161103424,83098213456,Brasil,Frances Comnick
238581999159103360,Ray,Ibach,1539235034717294592,34651123244,Brasil,Ray Ibach
2934272813843089408,Jonathan,Edwards,1512698933146656256,14914946345,Brasil,Jonathan Edwards
1112197005917151360,Emma,Gaskin,2957391764501020160,17155168432,Brasil,Emma Gaskin
560411766009996736,Terry,Kauffman,840960326226176896,85889227775,Brasil,Terry Kauffman
2115711570066484992,Gilbert,Alvarado,1886604048862594048,16001956749,Brasil,Gilbert Alvarado
1029928304889421184,Catrina,Whalen,1968641736195963392,00062315262,Brasil,Catrina Whalen
2738940260545616896,John,Hudson,1080025119332160000,39642160083,Brasil,John Hudson
1526007910879744512,Susan,Brescia,1798616532090246656,49937563017,Brasil,Susan Brescia
1023417846977093376,Dixie,Tillman,722317764079909120,63025467992,Brasil,Dixie Tillman
1989768797594418688,Antoinette,Lococo,1539235034717294592,03020355177,Brasil,Antoinette Lococo
3017070671323374080,Merry,Parsons,2165046127744773888,11723248514,Brasil,Merry Parsons
3049645177577898496,Anthony,Beagle,2164285134530103296,66948941714,Brasil,Anthony Beagle
2316768212859751936,Amanda,Weldon,1073152763485539328,19315903967,Brasil,Amanda Weldon
2234605769670015232,Marlene,Deleon,1364593565319715840,02741301988,Brasil,Marlene Deleon
1736597779943041536,Kelly,Phillips,2605786135852360704,16631060058,Brasil,Kelly Phillips
1365975233340515840,Tyson,Jones,2189119023493045504,11491856332,Brasil,Tyson Jones
1692420607331022848,Mae,Hamilton,3287372803312445952,71459096015,Brasil,Mae Hamilton
138197862505637824,Bruce,Clark,91491305076835680,79995143069,Brasil,Bruce Clark
2034296129041490176,Kerry,Cunningham,2215180425815138560,32705704259,Brasil,Kerry Cunningham
822674960213369472,Phyllis,Harris,1795866970023794944,12174008252,Brasil,Phyllis Harris
2540650520439969280,Connie,Martin,1886604048862594048,33092046573,Brasil,Connie Martin
1356385315661501952,Peter,Gonzalez,210857954404330624,91696924560,Brasil,Peter Gonzalez
297995858897370624,Wanda,Hoke,1111016623763082240,18609271962,Brasil,Wanda Hoke
1009632545673625856,Nora,Flores,2968414521540221440,45245589194,Brasil,Nora Flores
3010790563572980224,Esther,Aleman,977851871542552192,71399693496,Brasil,Esther Aleman
2408437255993084416,Randy,Zapata,734098586660329088,68450245556,Brasil,Randy Zapata
1153007294051444480,Michael,Michalski,3134252676592828928,58750468093,Brasil,Michael Michalski
400431475131616000,William,Lenard,1459542774468093184,87499117390,Brasil,William Lenard
2661878467426132480,Richard,Rodriquez,1653463615035444992,50070626503,Brasil,Richard Rodriquez
2140331706743218944,Micheal,Kling,1705407724290829056,24299767513,Brasil,Micheal Kling
1091910550398509824,Christine,Melancon,2347984814831941632,17923115386,Brasil,Christine Melancon
602696412610738048,Robert,Gibbs,1416786182863641856,70574444241,Brasil,Robert Gibbs
2620780745558466048,Penny,Collins,1512698933146656256,85707961103,Brasil,Penny Collins
589700525084577152,Raymon,Hines,2569454591546378240,74384298221,Brasil,Raymon Hines
1523013648813246464,Kevin,Owens,1073152763485539328,21308559856,Brasil,Kevin Owens
1124445618012240384,James,Hall,246693306700489120,28149025119,Brasil,James Hall
426640093375688320,John,Aguas,318906876670519168,16857221630,Brasil,John Aguas
1336812529674835200,Joseph,Kalman,1364593565319715840,28948006604,Brasil,Joseph Kalman
2603630006900915712,Alfredo,Self,1384495316185346816,27304258356,Brasil,Alfredo Self
3385066241881316352,Jeanne,Harter,1886604048862594048,13895669524,Brasil,Jeanne Harter
2842602075081198080,Frank,Johnson,1314342417439959552,27182733446,Brasil,Frank Johnson
1456140723477458176,Nora,Gates,722317764079909120,38146030271,Brasil,Nora Gates
1824545102280490496,Tiffany,Kuntz,246693306700489120,27603204326,Brasil,Tiffany Kuntz
1248674658475773184,Alvin,Anchondo,157887380164583232,46432239916,Brasil,Alvin Anchondo
208053795777582176,Marjorie,Shaw,1314342417439959552,16341154620,Brasil,Marjorie Shaw
2815317591500783616,Thomas,Phillips,1886604048862594048,89145617314,Brasil,Thomas Phillips
200314677206811712,Paul,Kim,1416786182863641856,32885690241,Brasil,Paul Kim
1069677695144444800,June,Domingo,1111016623763082240,28744042908,Brasil,June Domingo
444979422207295168,Stephen,Ulbrich,767525638579703168,73102417809,Brasil,Stephen Ulbrich
1171579728582464512,Walter,Waterman,840960326226176896,80761782435,Brasil,Walter Waterman
3097837421505513984,Sheri,Smith,1921225309723775488,03290594931,Brasil,Sheri Smith
1586611036876639488,William,Sims,734098586660329088,05971327133,Brasil,William Sims
539036847584177536,Emily,Owens,1870346298869889024,32281317610,Brasil,Emily Owens
2237217820688451328,Luis,Thomas,1886604048862594048,43963089636,Brasil,Luis Thomas
654142176819908736,Christopher,Hakimian,977851871542552192,97916629217,Brasil,Christopher Hakimian
2301850529973683200,Diane,Holiday,3103398560085953024,89942150089,Brasil,Diane Holiday
155679434268930944,Richard,Riley,890338409620716288,73069990803,Brasil,Richard Riley
2680369878994460672,Kathryn,Rubinstein,1795866970023794944,03709253454,Brasil,Kathryn Rubinstein
549022729400055104,Cassandra,Rhodd,3012365176097625088,56668596864,Brasil,Cassandra Rhodd
2587596597887161344,Ben,Thompson,734098586660329088,67836108146,Brasil,Ben Thompson
2909999319096024064,Charles,Vance,977851871542552192,03042037970,Brasil,Charles Vance
2749711787978410496,Ryan,Oconnor,1968641736195963392,75107313807,Brasil,Ryan Oconnor
1611614510951454976,Linda,Crispin,3012365176097625088,27435493821,Brasil,Linda Crispin
663379364755572736,Sharon,Melton,1073152763485539328,85537414310,Brasil,Sharon Melton
1610611471186343168,Amparo,Munroe,2314100420255100928,55346646831,Brasil,Amparo Munroe
420320902878867008,Carl,Helms,1483895789715967488,16596960604,Brasil,Carl Helms
1394467634353661184,William,Maddox,2895150467704040448,31281869995,Brasil,William Maddox
631853564023875072,Lorie,Simpson,977851871542552192,84145165456,Brasil,Lorie Simpson
1603765233648859392,Ronnie,Iraheta,1751285020827958784,97192699552,Brasil,Ronnie Iraheta
2317733241925165056,Greg,Olson,2969584894944394752,01405136083,Brasil,Greg Olson
3126000419286856192,Janet,Almaraz,1609544977886256640,15969956515,Brasil,Janet Almaraz
3078374825544516096,Kathleen,Malone,1968641736195963392,91713040435,Brasil,Kathleen Malone
2712963663121167360,George,Cole,1111016623763082240,00413804013,Brasil,George Cole
40911592689103584,Ngoc,Cox,1080025119332160000,39155400005,Brasil,Ngoc Cox
1141922579407178240,Sharon,Wilson,1993452439314569472,15526339297,Brasil,Sharon Wilson
1020076591995717632,Nancy,Brennan,2949993263072931840,62260485096,Brasil,Nancy Brennan
2038483477370229760,Claudette,Moulder,490911661123852864,24838762433,Brasil,Claudette Moulder
615596352959033216,Walter,Loeb,1878643051950861056,96895343776,Brasil,Walter Loeb
181346805992296480,Jill,Nixon,1993452439314569472,26847216223,Brasil,Jill Nixon
2630624480948998144,Gloria,Marble,1384495316185346816,30651816212,Brasil,Gloria Marble
3158214800679108096,Suzette,Stockbridge,1512698933146656256,96626314762,Brasil,Suzette Stockbridge
2641978042501890048,Maricela,Maltie,2314100420255100928,27318504568,Brasil,Maricela Maltie
960634059997801088,Robert,Riddle,91491305076835680,70341422093,Brasil,Robert Riddle
349627465891704000,Kathleen,King,2840661058008040960,83733316965,Brasil,Kathleen King
1231228634937431552,Martha,Ford,1734898293086970880,78684573140,Brasil,Martha Ford
249167849932955360,Lisa,Bourne,2165046127744773888,97733770653,Brasil,Lisa Bourne
2800624884089304576,Edith,Foster,1609544977886256640,68110177421,Brasil,Edith Foster
2729562778166697472,Mary,Wilson,2308108248761342464,29370286740,Brasil,Mary Wilson
1139955992730540160,Glenda,Bibeau,2215180425815138560,13400705323,Brasil,Glenda Bibeau
3309354133231508480,John,Knapp,60320411916852232,00498935536,Brasil,John Knapp
3338223655138573824,Eileen,White,60320411916852232,92799568203,Brasil,Eileen White
2200146704425829632,Paul,Medeiros,2840661058008040960,54723938564,Brasil,Paul Medeiros
317003362548324672,Maria,Bybee,890338409620716288,00896040083,Brasil,Maria Bybee
2763348015526897664,Ron,Chapman,228023156652539424,38808747707,Brasil,Ron Chapman
175813832117891488,Charline,Sevigny,1111016623763082240,34343709335,Brasil,Charline Sevigny
1842929735012444672,Cynthia,Olivas,3256039094946646016,27255090516,Brasil,Cynthia Olivas
640406396261171456,Nelson,Powell,490911661123852864,39049921467,Brasil,Nelson Powell
492472313599393344,Crystal,Brooks,1957656960675214848,53576007054,Brasil,Crystal Brooks
1656669217725812480,James,Greer,2868789524572999680,57227406821,Brasil,James Greer
2493201529988802048,David,Kleinknecht,2308108248761342464,14531106165,Brasil,David Kleinknecht
1138894713289172864,Debora,Comer,2308108248761342464,93062035188,Brasil,Debora Comer
817071690084522752,Chris,Delarosa,2905840547257075712,83437674362,Brasil,Chris Delarosa
2508988483390400000,David,Moore,1459542774468093184,56377977774,Brasil,David Moore
3081051595382721536,Cheryl,Gonzalez,3194558912146412032,97972965462,Brasil,Cheryl Gonzalez
2339025191663918080,Robert,Stanley,157887380164583232,54408755794,Brasil,Robert Stanley
627543840203744640,Winnie,Monette,486800386921156224,93911959713,Brasil,Winnie Monette
1183402132108796160,Minnie,Fields,1886604048862594048,90441530891,Brasil,Minnie Fields
2884257269365398016,Joel,Valdez,840960326226176896,91094837722,Brasil,Joel Valdez
2293268173605623552,Carol,Bonilla,2347984814831941632,01731903108,Brasil,Carol Bonilla
1098852697946475648,Blanca,Zuniga,2263771903449998336,74054282030,Brasil,Blanca Zuniga
2438452508101835264,Bettie,Taylor,2977506578533720576,07181291884,Brasil,Bettie Taylor
537977349642639680,Melissa,Stevens,335180259566128320,14070951559,Brasil,Melissa Stevens
115943288225646848,Nellie,Stevenson,690416024023401088,80041319428,Brasil,Nellie Stevenson
483058278110414016,Cynthia,Crosby,1605426359407620608,16355365847,Brasil,Cynthia Crosby
1865309363339266816,Ashley,Perrone,346784544127578816,70012546034,Brasil,Ashley Perrone
2036056162155838208,Teresa,Hall,1512698933146656256,82071375707,Brasil,Teresa Hall
2442581488212573696,Rosemary,Hester,1957656960675214848,34943382208,Brasil,Rosemary Hester
734253341028815616,Mona,Salazar,1314342417439959552,35108407228,Brasil,Mona Salazar
1209987430331655424,Brady,Heier,333455470664516032,36646916109,Brasil,Brady Heier
1517460797218449664,Ella,Washington,3134252676592828928,03232058874,Brasil,Ella Washington
1935044386504600064,Greg,Ruck,1921225309723775488,26384043986,Brasil,Greg Ruck
928772417936127616,Jennifer,Obrion,1705407724290829056,70160778610,Brasil,Jennifer Obrion
2709912234370715648,Gloria,Winger,2569454591546378240,32813078488,Brasil,Gloria Winger
1557413140546311424,John,Mitchell,2213172187104051200,40507301087,Brasil,John Mitchell
1354693086079754240,Adam,Unger,335180259566128320,98410042182,Brasil,Adam Unger
2325679501263924736,John,Corey,2165046127744773888,85574922868,Brasil,John Corey
3158991787339622400,Alfred,Bradford,1087308680782584576,17322799325,Brasil,Alfred Bradford
2814811813388650496,Tammy,Mccleskey,1182080295858542080,51201030487,Brasil,Tammy Mccleskey
2952362442851216896,Chris,Hewitt,1073152763485539328,62941971606,Brasil,Chris Hewitt
1287526223175785984,Celina,Daniel,2314100420255100928,08794608984,Brasil,Celina Daniel
2586125041474066944,Anna,Light,346784544127578816,09068654807,Brasil,Anna Light
2611068043798419968,Loretta,Mcbain,596074953162800768,73444252721,Brasil,Loretta Mcbain
2919624240439075328,Mark,Perkins,2396723559861286912,21083114807,Brasil,Mark Perkins
1332353331431122432,Erin,Mcdaniel,767525638579703168,59571273871,Brasil,Erin Mcdaniel
645499092320377088,Gene,Byler,2165046127744773888,63529403504,Brasil,Gene Byler
3157552163938882560,Alexandria,Gowen,1886604048862594048,42607473369,Brasil,Alexandria Gowen
1289931199248242176,Paul,Gaston,1734898293086970880,99736916887,Brasil,Paul Gaston
5060087521895024,Helene,Johnson,763355103850495744,93219185813,Brasil,Helene Johnson
2707937777449791488,Brandon,Hamilton,2305672598709218560,24159879133,Brasil,Brandon Hamilton
2676183609842524672,Jean,Allen,451427799796135680,75015729361,Brasil,Jean Allen
690074980312851328,Pamela,Conger,1080025119332160000,79173347762,Brasil,Pamela Conger
1174140318575516928,Linda,Thacker,2868789524572999680,54094654171,Brasil,Linda Thacker
1175581579661666048,Marie,Grinder,1469385721771174656,31069142701,Brasil,Marie Grinder
1600929695476825600,Timothy,Royston,1483895789715967488,05384988796,Brasil,Timothy Royston
202425519749253760,John,Osborne,3194558912146412032,34219630425,Brasil,John Osborne
143559218306522160,Flora,Sevick,1653463615035444992,67579416349,Brasil,Flora Sevick
803926108470854272,Chester,Birdsong,1080025119332160000,28472041535,Brasil,Chester Birdsong
2301011603232450304,Jocelyn,Curtis,963572295588270720,31870668381,Brasil,Jocelyn Curtis
543877430645235456,Ronald,Callahan,1483895789715967488,55807806955,Brasil,Ronald Callahan
2311955897449827328,Charles,Terrell,767525638579703168,60106361018,Brasil,Charles Terrell
456096268164912960,Rick,Garfield,3194558912146412032,65161682862,Brasil,Rick Garfield
2915914011963896832,James,Cooper,1749955482489268736,61061757819,Brasil,James Cooper
1240656177594157056,Sylvester,Baker,1605426359407620608,35358992194,Brasil,Sylvester Baker
1969925432050031616,Maria,Hurley,2314100420255100928,22890515929,Brasil,Maria Hurley
2915963487332056064,Jean,Egan,963572295588270720,98453749092,Brasil,Jean Egan
393897256692419264,Samuel,Monroe,1384495316185346816,59993749412,Brasil,Samuel Monroe
2175453618211650048,Joyce,Mcbride,690416024023401088,83114803957,Brasil,Joyce Mcbride
546013483817681728,Priscilla,Peterson,890338409620716288,34632033637,Brasil,Priscilla Peterson
299854705987409024,Leroy,Loreto,1483895789715967488,69514793050,Brasil,Leroy Loreto
3090262490874377216,Roland,Holben,490911661123852864,05355437569,Brasil,Roland Holben
3095111317539501056,Iris,Reamy,1798616532090246656,11772158291,Brasil,Iris Reamy
996733811711149952,Garland,Littlejohn,490911661123852864,88621931057,Brasil,Garland Littlejohn
3353298136449632256,Robert,Rutledge,1364593565319715840,65836703186,Brasil,Robert Rutledge
1678454506089694208,Eric,Zaragoza,2969584894944394752,24725415118,Brasil,Eric Zaragoza
803642094408949120,Marcus,Trahan,346784544127578816,54030394680,Brasil,Marcus Trahan
2962833558102742528,Kathryn,Tate,210857954404330624,26844586943,Brasil,Kathryn Tate
3234890078963527680,Alexandra,Scott,2977506578533720576,32902248141,Brasil,Alexandra Scott
2973832275428792832,Donna,Glover,2840661058008040960,08034774847,Brasil,Donna Glover
2886479093741923328,Corine,Peay,1450636388784388608,96161189900,Brasil,Corine Peay
1356309606068639488,Timothy,Flannery,763355103850495744,48975233605,Brasil,Timothy Flannery
3078927346379125248,Juan,Snyder,2314100420255100928,88184639274,Brasil,Juan Snyder
1477013436406707200,Caryl,Grace,1886604048862594048,19719132154,Brasil,Caryl Grace
2324813708832160768,Christopher,Viesselman,890338409620716288,49044513575,Brasil,Christopher Viesselman
2883693517218837504,Joshua,Hayes,2396723559861286912,63495594044,Brasil,Joshua Hayes
2534686800609684480,Lawrence,Weinman,2905840547257075712,54017785590,Brasil,Lawrence Weinman
3255899483498859008,Shelly,Mcneely,1384495316185346816,39605444471,Brasil,Shelly Mcneely
736882278414688512,Pedro,Owens,3194558912146412032,70779129844,Brasil,Pedro Owens
1858145834453282048,Clifford,Fondren,2957391764501020160,59178269151,Brasil,Clifford Fondren
716987322900804224,Nellie,Chitwood,1993452439314569472,20815277132,Brasil,Nellie Chitwood
3381234492417934336,Harold,Kassler,1416786182863641856,37077839022,Brasil,Harold Kassler
1340193873782801408,Sherry,Fritz,1279915472769257984,57092366517,Brasil,Sherry Fritz
1131297860179965184,Eva,White,318906876670519168,48273385623,Brasil,Eva White
403424324318481216,Mamie,Brink,1073152763485539328,21346771640,Brasil,Mamie Brink
2388591723544972800,Clifton,Gould,3095079143055916544,59271089019,Brasil,Clifton Gould
1382582983553374208,Kevin,Shepard,3194558912146412032,01133793320,Brasil,Kevin Shepard
918415571513605120,Joey,Swenson,2968414521540221440,63709060060,Brasil,Joey Swenson
265402747392642912,Tommie,Cline,1605426359407620608,94615963231,Brasil,Tommie Cline
81274772854378256,Steven,Sica,1605426359407620608,91288285183,Brasil,Steven Sica
581207223716311424,Anthony,Grimes,1921225309723775488,35118793690,Brasil,Anthony Grimes
2513471880911581696,Lorraine,Carrell,3004236914344066560,17471983817,Brasil,Lorraine Carrell
2145639261617528064,Allen,Hardin,1279915472769257984,04239805527,Brasil,Allen Hardin
1177039599103596032,Dennis,Rochester,1705407724290829056,99200225809,Brasil,Dennis Rochester
1318480667793596928,Thomas,Hodson,2189119023493045504,53909804879,Brasil,Thomas Hodson
1970478584522353152,Kristina,Mims,3103398560085953024,26306378994,Brasil,Kristina Mims
3315742454860263424,Mary,Mcgee,1795866970023794944,16789071651,Brasil,Mary Mcgee
3340401807867709440,Vincent,Evans,840960326226176896,10420935153,Brasil,Vincent Evans
1526244115271306240,Wayne,Riggs,318906876670519168,71207613379,Brasil,Wayne Riggs
3018871424834173440,Esmeralda,Purcell,1798616532090246656,86818921346,Brasil,Esmeralda Purcell
106407296990873616,Jessie,Bent,246693306700489120,64583754890,Brasil,Jessie Bent
1480021294494847744,Dorothy,Carlisle,1878643051950861056,95009246734,Brasil,Dorothy Carlisle
2149185673937536000,Felecia,Kemmerer,1073152763485539328,76748855060,Brasil,Felecia Kemmerer
2085036023540697088,David,Atkinson,451427799796135680,14032585850,Brasil,David Atkinson
3378803110046141952,Alan,Fleming,333455470664516032,29841662638,Brasil,Alan Fleming
2692312971692909568,William,Altro,767525638579703168,42471161082,Brasil,William Altro
433087932908700096,Kevin,Cary,346784544127578816,28308604947,Brasil,Kevin Cary
515332571729606464,Jerry,Floyd,1073152763485539328,68269243677,Brasil,Jerry Floyd
2400438893004957696,Clinton,Gutierrez,1605426359407620608,30160393875,Brasil,Clinton Gutierrez
368137672582759488,Dennis,Pettie,3256039094946646016,77681398215,Brasil,Dennis Pettie
3066378321049104384,Arron,Mccrary,596074953162800768,70540772641,Brasil,Arron Mccrary
6011915183897057,Aida,Arteaga,2905840547257075712,75566029622,Brasil,Aida Arteaga
3232673669530342912,Clifton,Young,318906876670519168,21543818085,Brasil,Clifton Young
